chinese_name,english_names,english_descriptions,csi_category
双拼河粉,two roasts with ho fun noodle boiled rice,[],0
浓汁鱼唇,fish snout soup,[],0
上菜素翅卷,vegetarian spring roll v,[],0
干锅羊肉,dry wok lamb,['Stir fried tender pieces of marinated lamb with fresh garlic mixed peppers chilli and celery in spicy Sichuan sauce'],0
八珍豆腐饭,braised tofu with assorted meat and vegetable in casserole,[],0
鸡茸豆花,braised minced chicken with tofu pudding,[],0
火烧,baked wheat cake,[],0
咕噜豆腐,sweet and sour bean curd,[],0
雪豆马蹄,sauteed snow peas with water chestnuts,[],0
港式奶茶,hong kong style milk tea,[],0
冬草花炖鹧鸪,stewed partridge with aweto,[],0
凉拌花螺,prepared sea whelks with sauce,[],0
姜汁玉兰,ok fried kai lan,['with ginger sauce V VG GF'],0
肥肠火锅鱼,sizzling egg tofu with pork,[],0
酸菜白肉冻豆腐,pork belly & frozen beancurd with preserved chinese leaves stew,"['Pork Belly, Frozen Beancurd, Preserved Chinese Leaves']",0
芝麻豆腐,sesame tofu,[],0
牛柳粒炒虾球,stir-fried beef fillet steak & king prawns,"['Beef Fillet Stea, King Prawn, Green & Red Pepper, Black Fungus']",0
大白菜荷兰豆,chinese leaf mange tout,[],0
四川虾球煲,sizzling king prawns in sichuan spicy sauce s,"['Please inform your host if you have any allergies food intolerances and or dietary requirements', 'S Spicy Chef Recommendation']",0
锦绣糯米鸡,steamed chicken stuffed with glutinous rice ,[],0
乡巴佬炒鳝片,sauteed shredded eel,[],0
炖大棒骨,stewed pork bone,[],0
百花鸭,pak far duck with prawn and meat stuffing,[],0
孜然牛羊肉,stir fried beef lamb in cumin,[],0
火腿炒蛋,scrambled eggs with ham,[],0
卤水鹅掌,marinated goose webs,[],0
牛肉牛柳,beef fillet steak dishes,[],0
粤式烧鸭,cantonese style roast duck,[],0
炝黄瓜,pan-seared cucumbers,[],0
剁椒鱼头三文鱼,salt and pepper prawn,['Small'],0
面类北京小食,noodle and peking style snack,[],0
萝卜煲排骨汤,pork rib and turnip soup,[],0
西湖牛肉豆腐羹,minced beef and tofu thick soup,[],0
豆芽捞面,fried soft noodles with beansprouts,[],0
芦笋炒藕片,stir fried fresh asparagus,[],0
酥炸鲜鱿,deep fried squids,[],0
冰镇银耳,iced white fungus ,[],0
川椒豆腐,beancurd in chilli spicy sichuan sauce,[],0
雪梨炖百合,snow pear and lily bulb soup,[],0
红油耳片,spicy pig's ear in sichuan oil,"[""Sliced pig's ears with fresh garlic drizzled with Sichuan chilli oil dressing"", 'Served cold']",0
铁板沙爹鳝球,sauteed eel in satay sauce served on sizzling iron plate ,[],0
水煮黄喉,cow throat in hot chilli oil,[],0
干炸排骨,barbecued spare ribs no sauce,[],0
五味牛腱,multi-spiced beef shank,[],0
韭香武昌鱼,wuchang fish with chinese chives ,[],0
台湾牛肉面卤肉汤面,taiwanese braised beef noodles beijing gravy,['PORK NOODLES'],0
奇异果炒花枝,sauteed sliced cuttleish with kiwi,[],0
老妈蹄花汤饭,stir fried noodle with char siu pork,[],0
烧鸭河面,roast duck cantonese style with ho fun noodle boiled rice,[],0
回锅肉盖饭,sichuan double cooked pork belly in chili,['Paste with Rice'],0
芝士鸭粉果,deep fried cheesy duck crescent,[],0
炸京大虾,deep and stir fried king prawns,['Peking Style'],0
砂锅裙边翅,braised shredded turtle rim and shark fin in casserole,[],0
鸡蛋炒河粉,stir-fried rice noodles with egg,"['Rice Noodles, Beansprout, Spring Onion, Egg']",0
双拼烧味饭,two signature meats with rice,[],0
炸羊肉串,fried lamb kebabs,[],0
碧绿干烧澳带,dry-braised australian scallops with green vegetabus,[],0
川椒鸡球,stir fried chicken with dried chilli and onion,[],0
辔椒甲鱼,turtle with pickled peppers,[],0
香辣兔肉,sauteed rabbit meat with spicy sauce,[],0
豆豉烤鱼四川于焼鱼,roast sea bass with black bean sauce,[],0
生腌百合南瓜,marinated lily bulbs and pumpkin,[],0
银杏百合炒虾球,sauteed shrimp balls with lily bulbs and ginkgo ,[],0
咖喱羊大虾三鲜,lamb king prawn mixed seafood,[],0
山城血旺,sauteed eel with duck blood curd,[],0
爽滑牛肉肠粉,rice pasta roll with mashed beef,[],0
辔芙,choux bun filled with vanilla custard,[],0
红烧牛腩饭,braised beef brisket,[],0
日式炸鸡块,japanese fried chicken karaage,[],0
旭日黑毛猪叉烧皇,honey glazed iberico char siu with salted egg yolk,[],0
香滑奶黄包蒸菜肉包,cream custard bao v,[],0
麻婆肉松豆腐,fried beancurd with minced pork,['in Chilli Sichuan Sauce'],0
酱鸡,chicken in brown sauce,[],0
黑松露鲍鱼脆皮鸡,whole crispy chicken with head australian abalone and fresh black truffle,[],0
蒜蓉椒盐干烧,with garlic salt pepper spicy sichuan sauce,[],0
蚝肉豉汁炒炸煎饼,stir fried oyster meats with black bean sauce deep fried in pancake,[],0
百合炒南瓜,stir-fry pumpkin with lily bulbs,[],0
上汤芥兰,braised chinese broccoli in broth,[],0
热密汁叉烧,barbecued pork with soya sauce served hot,[],0
蟹肉豆腐羹,crab meat thick soup with tofu,[],0
三寳水晶饺,three treasure dumpling with king crab smoked tofu and lemon grass broth option,[],0
松花皮蛋豆腐,mixed preserved duck egg and beancurd,[],0
双鲜扒鸡腿菇,braised mushrooms and vegetables,[],0
上素炒饭,vegetable frid rice v,[],0
花胶迷你灌汤饺,steamed lobster dumplings with rice wine,[],0
水煮肥肉,stir fried beef with spicy sour preserved vegetable,[],0
虾球豉椒姜葱咕,king prawns in black bean ginger and spring onions sweet and sour sauce,[],0
甜蜜大虾,king prawn with sweet honey sauce,[],0
辣椒螃蟹小笼包,chilli crab and pork,"['Xiao Long Bao', '5pcs 305kcal', '5pcs 240kcal', 'pc 6kcal']",0
酸辣蹄筋,spicy beef tendon with vinegar,[],0
特汁银鳕鱼,pan-fried codish in sour sauce,[],0
软溜肥肠,quick-fried pork intestines with brown sauce,[],0
滑溜里脊片,stir-fried sliced pork tenderloin,[],0
豉汁煎焗塘虱,pan-fried catish with black bean sauce,[],0
老干妈香辣鸡,spicy chicken with laoganma hot dry chilli,[],0
干炸多春鱼,deep-fried shisamo,[],0
沾水牛肉,plain cooked beef with multiple sauces,[],0
驴打滚,lǘdagunr - glutinous rice rolls stuffed with red bean paste,[],0
四分之一,served with pancakes cucumber spring onion and hoi sin sauce,['Quarter'],0
殷豉炒蛤,sauteed mussels with taiwanese black bean sauce,[],0
腌三文鱼,marinated salmon,[],0
红烧牛肉饭,rice with stewed beef ,[],0
黄金大排饭,rice with fried spare ribs ,[],0
大虾河粉,khf king prawn rice stick ho fun,[],0
脆皮香芋卷,crispy taro roll,[],0
沙爹牛肉粉丝煲,clay pot beef satay with vermicelli,[],0
沙爹牛串,b sizzling satay beef skewers,[],0
菜片乳鸽松,sauteed dried pigeon floss with sliced vegetables,[],0
蚝皇鲍鱼,braised abalone in oyster sauce,[],0
香糟溜鱼片,sauteed sliced fish in rice wine sauce,[],0
野山椒牛肉丝,sauteed shredded beef with wild pepper,[],0
椒盐炸排条,fried spare ribs with spices,[],0
大白菜蒜蓉醋溜,stir fried chinese cabbage in garlic in sour sauce,[],0
小炒牛肉,stir fried beef with chilli and celery,[],0
什果杏仁豆腐,tofu with chilled almond and fresh fruits,[],0
生焗海参煲,braised sea cucumber in casserole,[],0
排骨玉米汤,ribs and sweetcorn soup large,[],0
牛肉小笼包,beef xiao long bao,[],0
海鲜汁扒大虾,grilled prawns with seafood sauce,[],0
芦笋鸡片,sauteed chicken slices with asparagus ,[],0
白灼东风螺,blanched whelks with soy sauce dip,[],0
橄盐鲜鱿,q squid salt pepper and spicy,[],0
酱油蟹,crab with soy bean paste,[],0
招牌鲜茄焗猪扒饭,signature baked pork chop rice,[],0
咖哩什菜,mixed vegetable curry,[],0
咖喱角,curry puff,[],0
水煮猪牛羊肉,boiled pork beef lamb slices in a fiery sauce,[],0
蒜汁鹅胗,goose gizzard with garlic sauce,[],0
爆炒鸡胗饭,stir fried chicken gizzard with pepper,[],0
辔萝卜炒肉丝,sauteed shredded pork with pickled turnip,[],0
明炉烧鸭半,roast duck half,[],0
干烧虾仁,sauteed shrimp,[],0
口味大盆鱼,steamed seabass with chopped salted chillies,[],0
铁板饼子焖鱼,braised fish with pancake,[],0
蟹黄烧豆腐,fried tofu with crab roe,[],0
猪扒汤面,beef chow mein soup,[],0
四川辔菜,"pickles, sichuan style ",[],0
松露香菇包,wild mushroom and truffle steamed bun,[],0
川式麻辣鸡丁,chef's special sweet and sour pork on dry ice,[],0
生煎咖哩鸡包,pan fried curry chicken buns s,[],0
干锅辔椒鸡,diced spring chicken with pickled chill,[],0
鸭粒响铃,fried diced duck,[],0
黑松露杂菌白蚬汤,fresh crab meat crab roe and fish maw soup,[],0
腊肠滑鸡饭,steamed chicken preserved sausage rice,[],0
咖喱串烧生中虾,curry prawn kebab,[],0
软壳蟹越式春卷,vietnamese soft shell crab spring rolls with pork and shrimps,[],0
花椒鸡丁四川风,aromatic chicken with sichuan pepper,[],0
腰果鲜鱿,q squid with cashewnuts,[],0
鲍鱼辔饭,soaked cooked rice with slices of abalone,[],0
牛肉葱爆孜然,sliced beef with spring onions cumin,[],0
豉椒牛肉炒河面,beef with green pepper in black bean,['Sauce with Ho Fun or Noodles'],0
豉汁炒三鲜,sauteed assorted seafood with black bean sauce,[],0
素担担面,vegetarian dan dan noodles,['Noodles with Sichuan preserved mustard greens sesame sauce chilli oil and Sichuan peppercorns'],0
素麻婆豆腐素术豆腐,pock marked old woman's beancurd,[''],0
红烧长江鲥鱼,braised hilsa herring fish with soy sauce,[],0
泰式凤爪,chicken feet thai style,[],0
黄金虾干香麻辣虾白灼虾,golden flower tiger prawn wok fried with salted,"['Duck Egg Yolk iger Prawn With ried Chilli', 'Sauce s Boiléd King Prawn With Homemade Sauce', 'A38']",0
山菌时蔬钵,mushroom and vegetable soup,[],0
枣泥方圃,steamed mini jujube dumplings ,[],0
椒盐或辣椒鸡饭面,bang bang hot spicy,"['CHICKEN WITH', 'RICE OR NOODLES']",0
瓦窑鸡,barbecued chicken,[],0
辔椒鸡杂面,chicken giblets with pickled chillis served with soup noodle,[],0
猪肉虾仁云吞,pork and prawn wontons,['P'],0
风味猪肝,special cooked pig liver,[],0
姜葱豆腐,tofu with ginger and spring onion,[],0
三鲜海参,braised sea cucumber with three delicacies,[],0
炸生蚝,deep fried oysters,[],0
芥兰鸡,sauteed chicken with chinese broccoli,[],0
浓汁三鲜,assorted seafood soup,[],0
三鲜烧面,sea food with ginger and spring onion on crispy or,['SOFT NOODLES'],0
小竹笼粉蒸牛肉,steamed beef strips wrapped with five spiced rice powder,[],0
拆烤羊腿肉,roast lamb leg,[],0
葱油走地贵妃鸡,poached corn fed chicken with scallions,[],0
泰式蟹,baked crab thai style,[],0
双虾海参煲,sea cucumber and shrimp in casserole,[],0
干锅手撕,dry wok style dishes,"['Dry Wok is a typical Huanese way of serving', 'cooked food in a small wok', 'Dry Wok Pork Belly and']",0
香辣牛肉,sauteed beef with chili sauce,[],0
烧虾球海参,stewed sea cucumber and shrimp balls,[],0
豆豉虾球,fried prawn with black bean sauce,[],0
米酒酿鲜带子,fresh scallop with rice wine and szechuan yellow pepper sauce,[],0
西京酸辣汤,beijing style hot & sour soup,"['Chilli Sauce, Potato Starch, with or without Ham & Shrimps']",0
四川炒饭,sichuan special fried rice,['Chopped king prawn and shredded chicken and chilli'],0
茄汁泥肠饭,rice served with fried sausage and tomato sauce,[],0
鲜虾西芹,sauteed shrimp with celery,[],0
腰果炒虾球,quick fried prawns with cashewnuts,[],0
蚝油豆腐,crispy beancurd in oyster sauce,[],0
薄荷牛肉卷,yunnan seared beef with mint chilli and lemongrass,[],0
柱候牛腩煲,brisket of beef with spices in casserole,[],0
素招牌炒饭,baoziinn mixed veg fried rice,['Fried rice with seasonal mixed vegetables eggs sweetcorn carrots and spring onion'],0
湖南牛肉,"beef, hunan style",[],0
宫保大虾球,imperial gongbao king prawns,"['A medley of king prawns cashew nuts and red chillies in a tangy sweet sour sauce laced with chilli spice fresh garlic and a touch of Sichuan pepper', 'The dish is named after the Imperial Gongbao Bureaucrat']",0
黑椒和尚鱼,fillet monk fish in black pepper sauce,[],0
米粉牛肉,steamed beef coated with rice,[],0
脆炸猪扒配薯条,deep fried pork chop with chips,[],0
泰式茄子苳菇虾球煲,spicy prawns with aubergine and mushrooms in thai styl,[],0
大盆花菜,stir fried cauliflower with pork,[],0
彩椒牛柳,stir-fry beef fillet with bell peppers,[],0
蟹肉小笼包,shanghai pork dumplings with crab meat,[],0
活虾炒饭,stir-fried rice with fresh shrimps,[],0
农家炒肉丝,stir-fried shredded pork tenderloin with sliced chilli,"['Pork, Green & Red Chilli']",0
香菜拌肚丝,pig's tripe with coriander,[],0
双冬排骨煲,steamed mushrooms and bamboo shoots with pork ribs in ,[],0
腰果虾带子,king prawn and scallop with cashewnuts n,[],0
辣椒油酱,chilli oil chilli sauce dip,[],0
鲍汁花胶扣辽参,braised sea cucumber and fish maw in abalone sauce,[],0
避风塘猪扒,chilli spicy mini pork chop,[],0
盐烤荷叶鸭,salty baked duck wrapped in lotus leaf,[],0
豉汁凤爪,chicken feet with black bean,[],0
鸳鸯大虾炸大虾四川虾,yin yan king prawns pieces,['Deep Fried Butterfly Crispy King Prawns partnered with Stir Fried King Prawns in Szechuan Sauce'],0
油焗,south-africa baby red lobster（steamed with garlic/baked with ,[],0
大虾炒饭工,king prawn fried rice,[],0
干炒安格斯牛河,stir fried ho fun with angus beef,[],0
四喜烤麸,marinated bran dough,[],0
湘辣小海,spicy velvet crab in hunan style,[],0
炸草,crispy seaweed,[],0
清蒸鲈鱼片,fresh seabass fillet,['Steamed with ginger and spring onion'],0
咖喱牛肉,beef in curry sauce,[],0
鸡丝炒米粉,stir fried rice noodle with chicken,['contains egg and soya sauce'],0
鲍汁扣花胶皇,braised fish maw in abalone sauce,[],0
红烧带鱼,braised hairtail with soy sauce,[],0
豆豉鹌鹑脯,braised quail breast with black bean sauce,[],0
椒盐豆腐小,salt and chil tofu s,[],0
家常饼,"pancake, home style",[],0
煎罗汉腐皮卷,pan fried vegetable bean curd rolls,[],0
滑蛋虾球炒饭,king prawn fried rice in sauce,"['Home Special Fried Rice', 'N13']",0
双菇杂菜羹,chinese mushroom soup,[],0
香辣麦芽鸡,sichuan spicy chicken with dried chilli and pepper s,[],0
杂锦炸点拼盘件,steamed prawn dumplings har gau pcs,[],0
酥皮牛柳,crispy beef tenderloin,[],0
桂竹笋肉丝,sauteed shredded pork with bamboo shoots ,[],0
甜酸津菜,sweet and sour chinese lettuce,[],0
咖喱羊柳,curried sliced lamb fillet,[],0
金汤蚧肉豆腐煲,crab meat and tofu claypot,['(v)'],0
茄子玉子豆腐煲,japanese aubergine and tofu,[],0
极品粥,assorted seafood congee,[],0
红枣蒸南瓜,steamed pumpkin with chinese dates,[],0
菜远和尚鱼球,sauteed monk fish fillet with seasonal green,[],0
清炒姜汁蒜蓉,with red fermented beancurd,"['P53', 'Broccoli tir Fried Ginger Sauce Garlic Oyster Sauce']",0
沙爹鸡,chicken satay,[],0
田园炒饭,garden spring fried rice,[],0
虾肉京白,stir-fried king prawns with chinese cabbage,"['King Prawn, Chinese Cabbage']",0
龙利柳滑肠粉,scallop cheung fun with preserved cabbage,[],0
至尊点心八部曲,supreme royal dim sum platter,[],0
蜜汁烧小肉排,stewed pork tenderloin with honey,[],0
大拌菜,mixed vegetables,[],0
香煎鹅肝伴带子,pan fried foie gras with king scallop,[],0
蒸鸡锅貼,steamed chicken dumplings,[],0
牛腩炒河粉面,stir fried beef brisket with,"['Ho Fun Noodle Fried Rice', 'V Vegetarian VG Vegan on request Spicy']",0
椒丝腐乳空心菜,stir fried tung choi with chilli,['in fermented bean curd sauce'],0
油焖香菇,braised black mushrooms,[],0
松茸烩鱼翅,braised shark fin with mushrooms,[],0
酱海鲜蛋炒饭,fried rice with assorted seafood in xo sauce,[],0
双菇竹笙杂菜羹,chinese mushroom and bamboo fungus soup,[],0
麻辣鹿筋,sauteed venison tendon with spicy sauce,[],0
拌海带丝,shredded kelp salad,[],0
京葱和尚鱼,monk fish with spring onion t,['Hot Bean Sauce'],0
雪糕糯米糍,glutinous rice balls stuffed with ice cream,"['Glutinous Rice Flour, Ice Cream']",0
咸蛋黄酥炸白虾连壳或去壳,fried king prawns with or without shell with salty duck egg yolk,"['King Prawn, Salty Duck Egg Yolk, Spring Onion']",0
大虾炒河一,dry fried hor fun with,['KING PRAWNS'],0
清炒大虾球,stir fried king prawns with mixed vegetable,['Asparagus black fungus carrot broccoli'],0
砂锅菇丝翅,braised shredded mushrooms and shark fin in casserole,[],0
可乐鸡饭,rice topped with stewed chicken in coke,[],0
豆腐肉碎炒饭,minced pork & beancurd fried rice,"['Pork, Beancurd, Egg, Rice, Spring Onion']",0
凉拌支竹,yoba skin with peanuts and garlic sauce,[],0
干锅牛百叶,griddle cooked ox beef tripe,[],0
芥末木耳,black fungus with wasabi,[],0
炒地三鲜,chinese cabbage cooked in ham and prawn soup,[],0
扑辣椒炒鸡胗,house picked chilli with chicken gizzard,[],0
海鲜乌冬面,japanese noodle soup with seafood,[],0
酸豆角肉泥,fried preserved string beans,[],0
蒜头酱汁大虾,king prawn with garlic and mild spicy sauce,[],0
姜葱素鸡素牛豆腐,ginger and spring onion,['Chicken Beef Tofu'],0
扇贝蒜茸蒸炒豉汁蒸,steamed with black bean sauce,[],0
葱烧黑木耳,sauteed black fungus with scallion,[],0
鸭汤醋椒鱼,braised mandarin fish with chili pepper in duck soup,[],0
菜肉生煎包,"delicious pan fried minced king prawns & minced pork with chinese mushroom, ginger & spring onion buns","[' Minced King Prawns & Minced Pork with Chinese Mushroom, Ginger & Spring Onion Buns']",0
煎猪柳,pan-fried pork fillet,[],0
豆苗大虾,stir-fry prawns with pea sprouts,[],0
味缘小炒肉,stir fried pork with soy bean sauce,[],0
蒜头酱汁鸡,sliced chicken with garlic and mild spicy sauce,[],0
黄金拼盘骨海草春卷虾多士椒盐鸡,wong's mix hors d'euvres person,"['Per Person', 'Spare Ribs Crispy Seaweed Pancake Rolls', 'Sesame Prawn on Toast Salt and Chili Chicken']",0
美极掌中宝,sauteed chicken feet with maggi sauce,[],0
台式卤肉饭,"rice with stewed pork, taiwan style ",[],0
素豆腐羹,rainbow tofu soup,[],0
松子黄鱼,yellow-croaker with pine nuts,[],0
饼香肉酱鱼籽,minced pork and fish roe pancake ,[],0
杨洲炒饭,special fried rice,[],0
椒盐虾,salt and pepper king prawns,[],0
酱香牛肉粉丝包,soy beef with sweet potato noodle bun,[],0
杞子菠菜饺,goji berry and spinach dumpling,[],0
银芽什菌担仔面,stir fried danzi noodle with king mushroom and bean sprout,['( v )'],0
西柠百花鲜鱿,fried squid with minced shrimps in lemon sauce,[],0
椰蓉酥,coconut pastry,[],0
蒜头酱汁羊柳,sliced lamb fillet with garlic in mild spicy sauce,[],0
鲍汁花胶炆面,braised noodles with fish maw in abalone sauce,[],0
广式招牌炒面,special chow mein cantonese style,[],0
串烧沙嗲鸡或牛,satay chicken or beef,[],0
五味鸡煲,five flavour spring chicken,[],0
甜辣鸡丁,diced chicken with water chestnuts in,[],0
小笼葱油花卷,huajuan with scallion,[],0
斋生菜包,lettuce leaf wrap,['Yam bean mock chicken taro black bean'],0
京葱山珍爆牛柳,"braised beef fillet with scallion, beijing style",[],0
烧汁羊肉串,fillet lamb skewer in bbq sauce,[],0
串串辣子虾,shrimp kebab with spicy sauce,[],0
可乐凤中翼,braised chicken wings in coke,[],0
龙利鱼姜葱蒸煎封椒盐,steamed fresh dove sole topped with ginger and spring onion in soy sauce,['Deep Fried in Soy Sauce Salt and Pepper'],0
咖哩汁,curry sauce,[],0
蜜糖龟苓膏,guiling jelly chinese herbal jelly served with honey,[],0
鸡片黑椒豉椒姜葱咖沙,sweet and sour chicken,['Cantonese Style'],0
猪脚面,braised pig's feet on noodles in soup,"[""Pig's Feet, Noodles, Vegetables""]",0
天津蔬菜鸡肉煎饺,pan fried tianjin cabbage and,"['Chicken Gyoza', '220kcal']",0
虾仁角瓜鸡蛋水饺,courgette egg dumplings,[],0
沙爹青口,mussels in satay sauce,['Deep Fried Oysters'],0
豉椒大虾,king prawn with green pepper and black bean sauce,[],0
芝士焗饭,cheese bake rice,[],0
上汤云吞,wonton soup,[],0
冬菇扒棠菜,braised pak choi with chinese mushrooms,"['Pak Choi, Chinese Mushrooms']",0
三丝翅羹,"braised ham, mushroom and bamboo shoot in shark fin soup",[],0
灵芝金银鸭血羹,duck blood curd thick soup with mushroom and tofu,[],0
荷叶粉蒸排骨,spear ribs with glutious rice in lotus leaf,[],0
宫保虾,gong bao prawn,['Stir fried prawns with cashew nuts Sichuan peppercorns and chilli'],0
鱼香豆腐虾球豆腐匕辛味,gong bao prawns with cashew nuts,"['STIR FRIED PRAWNS WITH SICHUAN CHILLIES', 'FRIED PRAWNS AND BEANCURD IN', 'FISH FRAGRANT SAUCE']",0
殷豉炒蚵,sauteed oysters with taiwanese black bean sauce,[],0
生滚海鲜粥,seafood congee,[],0
上汤乌冬面,japanese noodle soup,[],0
上海油爆虾,"stir-fried shrimps, shanghai style",[],0
桂鱼清蒸水煮干烧红烧,"mandarin fish（steamed/boiled in chili oil, dry- braised, braised ",[],0
经典蜜汁黑毛猪叉烧,honey glazed iberico char siu,[],0
豉椒炒牛柳,beef fillet with pepper and black bean sauce,[],0
罗汉上素斋饺件,deep fried mixed dim sum platter pcs,[],0
烙饼,flapjack,[],0
蜜豆百合炒鱼菘,sauteed fish floss with sweetened beans and lily bulbs,[],0
北京拉面,hand made noodles house special,[],0
孜然羊腩,stir fried lamb brisket with cumin,[],0
韭菜炒鸡蛋,scrambled eggs with chinese chives,[],0
雷沙汤丸,black sesame balls o,[],0
干锅牛肉片,griddle cooked beef slices,[],0
鸭卷,aromatic duck spring rolls,[],0
八宝菠菜,spinach with eight delicacies,[],0
牛肉锅贴,guotie stuffed with beef,[],0
辔椒鸭翅,duck wings with pickled peppers,[],0
香煎芋头糕,taro paste,[],0
马拉豉油皇老虎虾,malaysian tiger prawns with shell in soya sauce pieces,[],0
铁板沙嗲牛柳,sizzling beef tenderloin in satay sauce,[],0
飘香沸腾鱼水煮鱼,drifting fragrant sea bass in sizzling chilli oil,"['Introducing a modern twist to a Sichuan classic boiled fish dish.', 'Sliced fish in sizzling chilli oil garnished with a pile of chillies A combination of Ma La hot spicy flavour of chilli and numbing sensation of Sichuan peppers']",0
豉椒鸡球,chicken in black bean sauce and chilli,[],0
双色剁椒鱼头,steamed fish head with mixed peppers,[],0
香椿煎蛋,fried eggs with chopped chinese toon leaves,[],0
酥炸鲜虾饺,crispy prawn wonton,[],0
上汤芥菜胆,chinese mustard green in chicken soup,[],0
白灵菇牛柳,sauteed beef fillet with mushroom,[],0
鸽蛋烧裙边,braised turtle rim with pigeon eggs,[],0
蒜蓉粉丝大白菜,chinese leaf and bean thread,"['Noodles with Garlic', 'Spear Ribs with Glutious Rice in Lotus Leaf']",0
葱烧海参鲍鱼,braised sea cucumber and abalone with scallion,[],0
生煎锅贴,guotie stuffed with pork,[],0
炒山瓜仔,stir-fried baby clams,[],0
怪味鸡丝,multi-flavored shredded chicken,[],0
紫菜豆腐汤,laver and tofu soup large,[],0
姜丝鱼片,braised sliced fish with ginger ,[],0
红烧日本豆腐,braised japanese tofu in brown sauce,[],0
豆腐乳炒通菜,sauteed water spinach with preserved tofu sauce,[],0
大虾星米,singapore rice noodle with king prawns,[],0
彩椒咕噜肉,sweet and sour iberico pork,[],0
豆浆,soy beverage,[],0
迷你小菜卷,mini veg spring roll,[],0
酱水晶珍宝虾球,sautéed crystal jumbo prawns with yellow chive in xo sauce,[],0
椒盐鸡翅饭,salt pepper chicken wings,[],0
烧二冬,braised black mushrooms and bamboo shoots,[],0
千丝拔蕉,supreme bird's nest soup with pears and papaya,[],0
至尊蟹黄干捞翅,sauteed shark fin with crab roe,[],0
椒盐基围虾,fried king prawn in spicy salt and pepper in shell,[],0
椒盐焗吹筒,deep fried baby squids with garlic in,"['Spicy Salt and Pepper dry', 'Deep Fried Oyster in Batter', 'Sautéed Minced Prawn Paste with Seasonal Green', 'Deep Fried Frog Legs with Garlic in Spicy Salt and Pepper', 'There is a service charge', 'Please note all prices are inclusive of VAT', 'We accept Major Credit Cards']",0
冬菇扒豆腐,braised chinese mushroom with tofu,[],0
虾酱小饼,shrimp paste pancake ,[],0
麻辣牛肉,hot spicy beef shank,[],0
黄焖鸡,stewed chicken in brown sauce,"['Chicken, Green & Red Pepper, Ginger']",0
河畔热拼,river view mixed hors doeuvres,['Chicken Satay Beef Satay Deep Fried Wun Tun Crispy Seaweed Deep Fried Prawn Paste Barbecued Spare Ribs'],0
鲜椒鱼片,sliced sea bass with fresh chillies,['AND SICHUAN PEPPERCORN SMALL PORTION'],0
红扒鱼翅,braised shark fin with soy sauce,[],0
港式叉烧包,char siu bun,[],0
腰豆西芹炒鱼松,sauteed minced fish with celery and kidney beans,[],0
龙须扒菜心,sauteed green vegetable with asparagus ,[],0
蒸奶皇包,steamed mini ribs in black bean sauce,[],0
王府稣鱼,deep-fried fish with soy sauce,[],0
四川酸辣粉,sweet potato vermicelli in spicy and sour soup,[],0
花旗参炖竹丝鸡,stewed tender chicken with ginseng,[],0
香菇鸡饭,chicken and mushroom rice,[],0
五香云豆,multi-spiced kidney beans,[],0
红烧南非鲍,braised south-african abalone with soy sauce,[],0
辣白菜炒牛肉,sauteed beef with spicy cabbage,[],0
香辣豆皮,spicy dry beancurd,[],0
咖喱牛面,curried beef on soft noodles with delicious curry sauce,[],0
荞麦馒头,buckwheat mantou,[],0
蕨根粉拌蛰头,fern root noodles with jellyish head,[],0
香茜鱼片汤,fish fillet and coriander soup,[],0
生炒乳鸽松,sauteed dried pigeonneau floss,[],0
荔枝帝皇蟹饺啤梨鲜虾饺,alaskan king crab dumpling with lychee king prawn dumpling with pear,[],0
时菜大虾三鲜,king prawn mixed seafood,['Vegetable'],0
鱼子酱北京烤鸭,legendary peking duck with oscietra caviar,[],0
潮涟烧鸭饭,roasted duck on rice,[],0
椒盐珍宝软壳蟹,crispy soft shell crab in salt and pepper s,[],0
鱼蓉烧卖,fish sui mai supreme,[],0
虾球汤面,king prawn noodle in soup,[],0
土豆丝清炒酸辣尖椒,stir fried shredded potato,"['Plain Sour and Spicy Chilli Pepper', 'V VG', 'M8']",0
碳烧八味椰菁,young coconut with madagascan black pepper sauce,[],0
牛油毛菇,garlic butter mushroom,[],0
香煎虾米肠,pan fried dried shrimp,['Cheung Fun'],0
鲍汁北菇鹅掌,braised goose webs and black mushrooms in abalone sauce,[],0
豆豉多春鱼,shisamo in black bean sauce,[],0
素椒杂酱面,su jiao mian minced pork sesame sauce house chill oil,[],0
葱烧带子,sauteed scallop with spring onion,[],0
鱼香牛肉,yuxiang beef sauteed in spicy garlic sauce,[],0
供参考出品以实物为准,the fictures are or reerence only subject to the actual rouct,[],0
湘味回锅肉,"hot and spicy pork slices, hunan style",[],0
耗油小白菜,pak choi in oyster sauce,[],0
赛螃蟹,velvet egg white with crab and aged rice wine; Imitation Crab (Crab meat style egg),[],0
香辣肥肠鸡,fried chicken with intestines and dried chilli,[],0
杏仁虾丸,prawn bauble with almond flakes,[],0
钟水饺,pork dumplings with sweet and spicy chilli oil minced garlic,[],0
猪扒中式椒盐韩式煎,mini pork chop in cantonese sauce,['Salt and Pepper Korean Style'],0
铁板茄子,wol fried aubergine with yellow beans on sizzling,[],0
咖喱汁,curry sauce,[],0
虾仁馄饨汤面,prawn and pork wonton,"['Noodle Soup', '478kcal']",0
红油鱼肚,fish maw in chili oil,[],0
牛腩捞面,stir fried noodles with beef,['Brisket in Sauce'],0
