chinese_name,english_name,chinese_description,english_description,quality
咖哩牛肉酥盒,curry beef puff,[],[],high
鱼香肉丝,sea spiced shredded pork,[],[],medium
什锦冬瓜粒辔饭,rice with white gourd and assorted meat in soup,[],[],high
冬瓜位用需提前两日预定,wax gourd soup for people need,[],['to book two days in advance'],high
四川樟茶鸭配荷叶饼,pancake,[],[],high
四川肉丝酸辣粉,szechuan style sour spicy shredded pork with sweet potato noodles,[],[],medium
芝士番茄猪扒焗饭,pork chop tomato sauce with cheese baked rice,[],[],medium
上海辣鸡片,shanghai hot chilli sliced chicken,[],[],medium
蒜香烤鱼四鱼,roast sea bass with garlicky sauce,[],[],high
糖醋鸡,sweet and sour chicken,[],[],high
时令蔬菜,seasonal vegetable,[],['(v)'],high
苏格兰手切羊肉,canadian lobster sea bass blue crab king prawn fresh scallops,[],['Scottish Sliced Lamb'],high
香槟杨枝甘露,champagne mango cream with sago,[],[],high
怀旧珍珠鸡,lotus leaf rice with chicken and mushroom,[],[],high
熏鸡丝,smoked shredded chicken,[],[],medium
纸包虾,paper wrapped prawns,[],[],medium
姜葱焖活鲤鱼,braised live carp with ginger and spring onion,[],[],high
东来顺特制羊后腿,donglaishun special lamb slices from the back leg of lamb,[],[],high
椒汁云呢拿汁,"pan-fried superior steak with black pepper sauce, vanilla sauce",[],[],high
广式海鲜炒面,seafood chow mein cantonese style,[],[],high
蒜香椒盐肉排,deep-fried spare ribs with minced garlic and spiced salt,[],[],high
咖喱豆腐,curry tofu,[],[],high
红油肘花,sliced pork joint with chilli oil sauce,[],[],medium
豆豉豆腐,sauteed tofu in black bean sauce,[],[],high
粟米鲜蟹肉羹,classic prawn wonton soup,[],[],high
卤水豆腐,marinated tofu,[],[],high
杏片芥末虾球,wasabi prawns,[],[],high
我们会加收服务费,wecharge a service charge on all customers,[],[],high
三丝春卷,spring rolls stuffed with three delicacies,[],[],high
辔椒田鸡,sautéed frog's leg with pickled peppers,[],"[""Frog's Leg, with Pickled Peppers""]",high
木瓜炖官燕,stewed bird’s nest with papaya ,[],[],high
咕噜鸡,sweet and sour chicken,[],[],medium
锅仔鸡汤菌,stewed mushrooms in chicken soup,[],[],high
剁椒仔鸡,baby chicken with chopped salted chillies,[],[],high
火锅套餐,hot pot set menu,[],[],high
铁板海鲜玉子豆腐,sizzling japanese egg tofu with assorted seafood,[],"['Japanese Egg Tofu, King Prawns, Scollop, Calamari, Pak Choi']",high
枸杞浓汁烩凤筋,braised chicken tendon with chinese wolfberry ,[],[],high
蟹皇蒸烧卖,pork and prawn dumplings topped with crab roe siu mai,[],[],high
小笋烧牛肉,braised beef with bamboo shoots,[],[],high
安虾咸水饺,savory meat croquette,[],[],medium
绿茶佛饼,green team pancake,[],[],high
沸腾鱼,boiled fish in chili oil,[],[],high
咕噜大虾,sweet and sour king prawn in batter,[],[],high
素菜汤面,noodle with vegetable in soup,[],[],high
梅花野菌饺,supreme vegetarian dumplings v,[],[],high
猪肉小笼包,xiao long bao,[],['Steamed dumplings with pork filling'],high
黑椒牛柳炒乌冬,braised e fu noodles with fresh crab meat,[],[],high
果木京式片皮鸭,legendary peking duck,[],[],high
小葱拌豆腐,tofu with spring onions,[],[],medium
鱼香茄子茄子辛味鱼介出汁炒,fish fragrant aubergines,[],[],high
鸿运蒸凤爪,steamed chicken feet ,[],[],high
炸奶皇包,deep fried custard bun,[],"['spicy dishes', 'nut dishes', 'ingredient', 'special dietary needs please notify the staff who will be happy to help', 'LYS textindd']",high
葱油叉烧酥,baked barbecue pork puff,[],[],high
白切鸡饭,fragrant poached chicken with rice,[],[],medium
白灼基围虾,boiled king prawns with soya sauce dip in shell,[],[],medium
白汁烧裙边,stewed turtle rim in cream sauce,[],[],high
虾仔烧海参,sea cucumber with shrimp roe,[],[],high
椒盐大虾,salt and chilli king prawn,[],[],medium
凉拌猪肚,spicy pork tripe,[],[],medium
香酥鸭荷叶夹,duck wrapped in lotus leaf,[],[],high
大白兔雪糕素食,white rabbit ice cream lolly,[],[],high
羊肉黑椒豉椒姜葱咖沙爹,sliced lamb in black pepper black bean ginger and spring onions curry satay sauce,[],[],medium
蚝油鲜鱿,squid in oyster sauce,[],[],high
酥炸春卷仔,crispy mini spring rolls,[],[],medium
古老鸡大虾,sweet and sour chicken prawn,[],[],high
鱼香牛肝菌,yuxiang boletus sauteed with spicy garlic sauce ,[],[],high
秘汁煎牛柳,sautéed fillet steak cubes with aubergine,[],[],high
火焰酱油炒饭,honeycomb-like fried rice with soy sauce flambèed with whiskey,[],"['Egg, Rice, Soy Sauce, Whiskey, Spring Onion']",high
鲍汁糯米鸡,mini glutinous rice with meat wrapped in lotus leaf,[],"['Please inform your host if you have any allergies food intolerances and or dietary requirements', 'V Vegetarian S Spicy Chef Recommendation']",high
川味香肠,"sausage, sichuan style",[],[],high
鸡肉香菇烧麦,chicken mushroom shaomai,[],[],medium
黑松露杂菌饺,wild mushroom dumpling with black truffle,[],['(v)'],high
四川凉面,deep fried pork with szechuan pepper corn,[],[],medium
圣女果,cherry tomatoes,[],[],high
上海辣猪扒,spicy shanghai pork chops,[],[],medium
锅包肉,crispy double cooked sweet pork slices,[],"['Pork, Sugar, Ginger, Carrot']",high
牛油虾,garlic butter prawns,[],[],medium
焗肉排,baked spare ribs,[],[],high
百花酿鸭,k roast duck and prawns,[],[],high
辣椒蒜蓉炒,pan fried with chilli and garlic,[],[],high
陈皮牛肉,tangerine-flavored beef,[],[],high
云吞汤,home won ton soup,[],[],medium
双椒拌面,twin chilli mixed noodle-pickled red chitl grilled green chill minced pork,[],[],medium
红烧家兔,braised rabbit with soy sauce,[],[],high
紫菜蛋花汤,seaweed & egg light soup ,[],['Seaweed & Egg'],high
四川口水鸡,mouth watering sichuan chicken,['Cornfedchickenskinonservedwithbambooshootsinatinglingspicysaucewithcashewnuttopping'],[],high
烧汁烩南野山菌,braised wild mushrooms in bbq sauce,[],[],high
咸鱼鸡豆腐煲,"salted fish, chicken and tofu in casserole ",[],[],high
丝苗白饭,steamed jasmine rice,[],['(v)'],high
特色手工饺子拼盘,mix pork dumplings platter,[],[],high
肥肠炒土豆片,special cooked pig intestines and potato,[],[],medium
香脆炸雪糕,deep fried ice cream with honey syrup,[],[],high
筋头巴脑,beef offal,[],[],medium
龙眼风味肠,sausage stuffed with salty egg,[],[],high
蟹柳粟米羹,crab meat and sweetcorn soup,[],[],medium
砂锅粉丝白菜豆腐煲,pork belly and frozen tofu with preserved mustard leave stew,[],[],high
酱牛肉,seasoned beef,[],[],medium
咸蛋黄珍宝蟹,sauteed jumbo crab with salted egg yolk,[],[],high
烧味饭类,honey char siu with rice,[],[],high
水果醪糟,fermented glutinous rice soup with fruits,[],[],high
冬菇鸡汤,chicken and mushroom soup,[],[],medium
素彭家豆腐,peng's beancurd,[''],[],high
飘香辣子鸡,crispy diced chicken with red chilli,[],[],medium
叉烧白切鸡,char siu and fragrant poached chicken and,[],[],medium
鼓香炒淡口芝士,hakka paneer,[],[],high
炸圈饼,doughnut,[],[],high
飘香白饭,jasmine boiled rice,[],"['Jasmine, Rice']",high
考出品以实物准,the fictures are r reerence oly subject to the actual froduct,[],[],high
枸杞凉瓜,bitter melon with chinese wolfberry,[],[],high
四川风味辔菜,sichuanese pickled vegetables,[''],[],high
素金菇炆伊面,enoki mushroom braised e fu noodle v,[],[],high
红油抄手,pork and prawn dumpling in chilli oil,[],[],high
玉米鸡浓汤,sweet corn and chicken soup,[],[],high
湘之味甜酒汤圆,pork and chinese leaf dumpling in picked,[],[],high
姜葱爆牛肉,sauteed sliced beef with ginger and scallion,[],[],high
吉鱼鳟鱼,sea bream or bull trout,[],[],high
狮子头饭,rice with braised pork balls ,[],[],high
宫保虾球,kung pao prawn ,[],[],high
宫保鸡,kung po chicken,[],[],medium
虾饺,har gau prawn dumpling,[],[],medium
酱炒海茸百合,sauteed lily bulbs and seaweed with xo sauce,[],[],high
鸡炒面面脆面,chicken chow mein soft crispy,[],[],high
黑金流沙包,salted egg custard buns,[],['Steamed buns with salted egg custard filling'],high
芝麻虾,sesame prawns on toast,[],[],medium
姜葱炒带子,pan fried scallop with ginger and spring onion,[],[],high
铁板葱烧豆腐,tofu with scallion served on sizzling iron plate ,[],[],high
羊肉葱爆孜然,sliced lamb with spring onions,[],[],medium
自制荷叶饼,home made pancake,[],[],high
海皇一品汤,stewed assorted seafood in casserole,[],[],high
老火炖汤每日例汤,chef special light soup of the day,[],['Temporary special'],high
桂花炒干贝,sauteed scallops with osmanthus,[],[],high
金肘菜胆炖散翅,stewed shark fin with green vegetables and pig knuckle,[],[],high
豉油鸡饭,marinated soy chicken,[],[],medium
京东肉饼,jing dong recipe roast dough stuffed with minced pork,[],"['Dough, Minced Pork, Spring Onion, Ginger']",high
口蘑菜胆,sauteed green vegetable and mushrooms,[],[],high
红烧臭鳜鱼,anhui province red braised fermented wild seabass,[],[],high
豉油鸡,soya chicken,[],[],high
蒜蓉腐皮虾卷,deep fried crispy tofu rolls with prawn,[],[],high
四宝烤麸,marinated wheat gluten with peanuts and black fungus,[],[],high
加吉鱼鳟鱼,braised fish with trimmings sea bass/ mandarin/flatfish/perch/,[],[],high
龙虾葱蛋黄蒜蓉蒸,king prawns salty duck egg olk,[],"['Salt and Pepper Shell on Shell off', 'G6', 'Seasonal Price']",high
蚝皇叉烧饱,roast pork buns char siu bun,[],[],high
干锅香辣虾无克,griddle cooked squid tentacles,[],['L6'],high
沙爹粉丝牛腩煲,satay beef with vermicelli in pot,[],[],high
金沙大虾,king prawn with salted egg yolk,[],[],medium
红糖冰粉,iced jelly with brown sugar syrup sweet fermented rice,[],[],medium
沙爹带子,scallop in satay and peanut sauce,[],[],high
干煸四季豆,stir fried french beans,[],[],high
萝卜丝酥饼,pan-fried turnip pancake,[],[],high
左宗豆腐,general tsuo’s tofu,[],[],high
西汁猪扒,cantonese style pork chops,[],[],medium
排骨拉面,hand-pulled noodle with spare ribs ,[],[],high
蚝皇鲜竹卷,steamed tofu skin rolls with oyster sauce,[],[],high
京葱鸡球,chilli chicken with spring onion,[],['Hot Bean Sauce'],high
红焖羊肉,braised lamb with soy sauce,[],[],high
海鲜炒面,mixed seafood fried noodle,[],[],medium
豉椒鲜鱿饭,"rice topped with squid, peppers and black bean sauce ",[],[],high
鸡丝炒面,stir fried egg noodle with shredded chicken,[],[],high
皇豉汁扒津菜芦笋,asparagus chinese lettuce in yellow bean sauce,[],[],medium
豉椒鱿鱼,sauteed squid with peppers in black bean sauce,[],[],high
扬州凤鹅,"steamed goose, yangzhou style",[],[],high
蟹柳粟米羹,crab meat and sweet corn soup,[],[],medium
铁板孜然羊肉,lamb with cumin served on sizzling iron plate,[],[],high
擂茄子,pounded aubergines,[],[],high
蒜香葱油饼,fried spring onion pancakes,[],[],medium
爽口碧绿百叶,beef tripe with green vegetable,[],[],high
清炒芽菜,stir fried bean sprouts,[],[],high
白鳝豉汁蒸椒盐爆炒辣炒香辣,eels steamed with black bean sauce salt and pepper stir fried,[],['in Spicy chilli sauce deep fried with spicy Sichuan chilli and peppercorn'],high
盐水鹅肉,goose meat cooked in brine,[],[],high
金元鲍红烧肉,braised pork and abalone with soy sauce,[],[],high
碧绿叉烧肥肠,steamed rice rolls with bbq pork intestines and vegetables,[],[],high
香酥鸭丝卷,crispy duck pancakes with hoi sin sauce,[],[],medium
芫爆素鳝,sauteed black mushrooms with coriander,[],[],high
香辣猪扒,hot and spicy pork chops,[],[],high
虾带子和尚鱼,king prawns fresh scallop monk fish,[],[],high
酒酿圆子,glutinous rice balls in fermented rice wine,[],[],high
干煸四季豆饭,stir fried green beans with mince pork,[],[],medium
木耳炒荷豆珠,stir fried mange tout baby corn and tree mushrooms,[],[],high
麻辣拼盘,ma la special mixed platter,[],"['Crispy Seaweed Veg Spring Rolls Salt and Pepper Squid', 'Shredded Smoked Chicken Sesame Prawn Baguette']",high
蒜茸蒸虾,garlic steamed wild tiger prawn mung bean noodles superior soy,[],[],high
大虾炒饭,king prawn fried rice,[],['Fried rice with king prawns eggs sweetcorn carrots and spring onion'],medium
尖椒土豆丝,sauteed shredded potato with sliced chilli,[],"['Potato, Red Chilli']",high
招牌素春卷,baoziinn vegetable spring roll,[],['Vegetable spring roll with carrots fungus cabbage glass noodles'],high
招牌咖喱,house special curry,[],[],medium
椰丝糯米糍,glutinous rice balls stuffed with coconut,[],[],high
蛋花炒鱼肚,sauteed fish maw with scrambled egg   ,[],[],high
泰式鱼饼,c'weeds dim sum platter,[],"['per head', 'Fish Cake']",high
清炖羊肉,stewed lamb in clear soup,[],[],high
回锅羊肉,twice cooked lamb,[],[],high
黄酒脆皮虾仁,crispy shrimp with rice wine sauce,[],[],high
罗汉腐皮卷,beancurd sheet roll with vegetables,[],[],high
凉拌三丝,chinese trio salad shredded tofu sheets vermicelli cucumber,[],[],medium
红扒肘子,braised pig knuckle in brown sauce,[],[],high
海鲜面,seafood noodles,[],[],medium
西柠三文鱼排,grilled salmon steak with lemon,[],[],high
斋香麻鸭丝,soya bean strips with vegetable and sesame,[],[],high
拍蒜炒白菜,pak choi with garlic,[],['(v)'],high
五花肉干锅花菜,griddle cooked cauliflower in chilli sauce with or without sliced pork belly,[],"['Cauliflower, Chilli, Pork Belly']",high
酥炸云吞,crispy won tons,[],[],medium
素菜汤,assorted vegetable soup,[],[],high
黑椒鲜鱿,squid with black pepper,[],[],medium
皮蛋瘦肉粥,congee with minced pork and preserved egg,[],[],high
火焰牛柳粒,diced beef fillet steak with shallots flambèed with whiskey,[],"['Beef Fillet Steak, Whiskey']",high
红烧牛腩米粉,rice noodles with braised beef brisket,[],[],high
五谷炒饭,with scallop prawn egg white and asparagus,[],"[""Chef's special rice""]",high
韭黄鳝片,sauteed sliced eel with chives,[],[],high
花椒美蛙,sichuan pepper corn fried frog leg,[],[],medium
蒜蓉蒸老虎虾碌,steamed tiger prawns with shell in garlic and soya sauce pieces,[],[],medium
牛肉炒面,stir fried egg noodle with beef,[],[],high
咖喱软壳蟹,curry soft shell crab,[],[],high
红烧鲍翅燕,"braised abalone, shark fin and bird’s nest ",[],[],high
紫菜蛋花汤,seaweed and egg soup,[],[],high
野菇蒸粉果,mixed wild mushrooms dumplings w,[],[],high
鸡肉炒面,chicken fried noodles,[],['Fried egg noodles with chicken onions and bean sprout'],medium
时菜鸡球炒面,chicken with vegetable chow mein,[],['with Crispy or Soft Noodle'],high
芹菜肉丝,sauteed shredded pork with celery,[],[],high
极品山珍汤,supreme mushroom soup,[],[],high
椒麻鸡,spicy chicken,[],[],medium
三鲜炒面,three kinds of seafood chow mein,[],[],medium
姜葱牛铁板,sizzling beef with ginger and spring onion,[],[],medium
姜葱大虾铁板,spring onions,[],[],medium
上海菜煨面,"noodles with vegetables, shanghai style",[],[],high
白菜心拌蜇头,marinated jellyish head and heart of chinese cabbage,[],[],high
鸡汤竹笙浸时蔬,braised bamboo fungus and seasonal vegetable in chicken soup,[],[],high
粽香糯米翅,steamed chicken wings with glutinous rice wrapped in lotus ,[],[],high
腰果鸡片,chicken with cashewnuts,[],[],medium
椒盐虾球,fried prawns with chilli and salt,[],[],medium
时菜炒鸽脯,sauteed pigeon breast with seasonal vegetable,[],[],high
卤水大肠,marinated pork intestines,[],[],high
叉烧角,honey roasted iberico pork croustade with liquorice and dehydrated raspberry,[],[],high
双冬烧茄子,braised eggplant with mushroom and bamboo shoots,[],[],high
香辣鸡丝,deep fried aromatic shredded,[],['Chicken with Chinese Spice'],high
干煸牛肉丝,crispy beef,[],"['A Sichuan Style of cooking where the ingredients are continuously cooked until they have dried out before ices and flavour.', 'Dry fried beef slivers in a stick sweet chilli coating']",high
芋头西米露,chilled taro and coconut sago,[],[],high
干贝银丝羹,scallop and tofu noodle thick soup,[],[],high
咖哩炸鸡角,chicken curried samosas,[],[],medium
南乳罗汉斋,stir fried lo han vegetables,[],[],medium
西式干牛丝,crispy shredded beefin cantonese sauce,[],[],medium
三色鲍鱼菇,sauteed abalone mushrooms and vegetables,[],[],high
烧肉,roast belly pork,[],[],medium
翡翠虾球,sauteed prawn with greens,[],[],high
斋春卷,vegetarian spring rolls,[],[],medium
鲍参翅肚羹,shark fin soup with shredded abalone,[],[],high
金汤素燕窝,bird’s nest in broth,[],[],high
鸡蛋炒饭,stir-fried rice with egg,[],[],high
素椒盐鱿鱼圈,wok tossed vegan calamari,[],['with chilli'],high
烧鸭炒饭,roast duck fried rice,[],[],medium
鸳鴱拌海蜇,jelly fish with smoked chicken and shredded duck,[],[],medium
卷果,yam and date rolls,[],[],high
鲜菌鱼头汤,fish head and fresh mushrooms soup,[],[],high
水煮鲈鱼才渍汁,boiled sea bass with sizzling chilli oil,[],[],high
金牌荷叶饭,egg wrap fried rice with abalone sauce,[],[],high
明炉烧鸭,cantonese roasted duck,[],[],medium
斋冬菇三丝羹,shredded mixed vegetables chinese mushroom soup,[],[],high
木须肉,"muxu pork sauteed sliced pork, eggs and black fungus",[],[],high
水煮鲈鱼小才渍汁,boiled sea bass with,[],['SIZZLING CHILLI OIL SMALL PORTION'],high
蜜汁麻仁,deep fried crispy tanyan,[],[],high
蚝油鲜竹卷笋尖虾饺皇,stuffed tofu roll har kau prawn dumplings,[],[],medium
老北京肉卷,"meat rolls, beijing style",[],[],high
东来顺钻石级杜泊羊,donglaishun top grade lamb slices,[],[],high
椒盐鸡翅,salt and pepper chicken wings,[],[],medium
酱油肉丝炒饭,stir-fried rice with shredded pork in soy sauce,[],[],high
菠菜豆腐,tofu and spinach soup,[],[],medium
奥尔良鸡肉包,orleans chicken thigh bun,[],[],medium
菠萝鸡丝炒饭,shredded chicken and pineapple frie rice,[],[],high
斋甜酸鸡,soya chunks in sweet and sour sauce,[],[],high
酥皮鸭丝盅,crispy shredded duck served in bowl,[],[],high
小碗牛腩,home style beef flank in hot pot,[],"['A typical Sichuan style of cooking.', 'Beef flank slow cooked with shiitake mushroom until tender in a sweet savoury chilli bean sauce']",high
椒盐吹筒,calamari with chilli garlic and peppercorn salt,[],[],high
芝士鸡春卷,chicken and cheese spring rolls,[],[],medium
罐焖牛肉,stewed beef in casserole ,[],[],high
铁板姜葱羊肉,sizzling sliced lamb with ginger and spring onions,[],[],medium
咕噜什菜,v stir fried mixed vegetables in sweet and sour sauce,[],[],high
锅塌豆腐,c fried beancurd peking style in garlic ginger spring onion sauce,[],[],high
花蟹炒年糕,the fictures are for reerence only subject to the actual rouct,[],[],high
韭菜鲜核桃仁,fresh walnuts with chinese chives,[],[],high
海带丝粉丝,seaweed with vermicelli,[],[],medium
鸭春卷,crispy duck roll,[],[],high
卤酥羊腿,marinated lamb leg,[],[],high
香蜜炒虾球,fried prawns with sweet melon,[],[],medium
斋干煸四季豆,vegetarian dry fried fine beans,[],[],high
鸡面汤,chicken noodle soup,[],[],medium
麻辣凉拌鸡腿肉,chicken thighs in garlic sauce,[],['in spicy chilli and Sichuan peppercorns'],high
鱼香肉丝,shredded pork in spicy sauce,[],[],medium
凤爪排骨饭,spare ribs and chicken claws rice pot,[],['Suitable for vegetarian Denotes option'],high
黄炆汤一级官燕,royal superior one cup bird's nest soup,[],[],high
蒜蓉蒸蛏子,steamed razor clam with garlic soya sauce,[],['each'],medium
烧失,shui mai,[],[],medium
鼎湖素春卷,supreme vegetarian spring rolls v,[],[],high
虾仁冬瓜条,sauteed shelled shrimp with white gourd,[],[],high
酥炸拼盘,baoziinn fried platter,[],['Chicken wings Fried tofu Vegetable spring roll'],high
小黄瓜蘸酱,baby cucumber served with soy bean paste,[],[],high
虾球炒河面,king prawns with ho fun or noodles,[],[],high
辣子鸡丁,classic chicken in spicy sauce,[],['Stir fried chicken with spicy bean sauce and peppers'],medium
上海辣鸡翼,shanghai hot chilli chicken wings,[],[],medium
咖喱鸡饭,chicken curry with rice,[],[],medium
如果您对某些食物过敏请再下单前告知服务人员,v vegetarian vg vegan on request spicy,[],[],high
榨菜火鸭丝炆米粉,braised rice vermicelli noodles with duck and chinese preserved vegetables zha tsai,[],[],high
贝松扒菜心,sauteed green vegetable with minced scallop ,[],[],high
青椒鸭丁,sauteed diced duck with green pepper,[],[],high
香辣八爪鱼,thai style chicken claws,[],['C'],high
肉丝炸春卷,spring rolls stuffed with shredded pork,[],[],high
牛肉炖土豆,stewed beef with potatoes,[],[],high
南乳罗汉斋,stir fried lo han vegetables,[],[],medium
椒盐鸡丝,salt and chilli shredded chicken,[],[''],medium
水煮牛肉,spicy hot poached beef,[],[],medium
杞子桂花糕,osmanthus jelly with wolfberry o,[],[],high
鲟龙鱼子北京烤鸭,legendary peking duck with oscietra caviar,[],[],high
辣鸡丝,honey and chilli shredded chicken,[],[],medium
鲜菇扒芦笋荷豆,fresh asparagus with mange tout and,[],['Straw Mushrooms'],high
红烧牛肉面,red braised beef noodles in soup,[],"['Red braised beef with deep mellow flavours', 'Served with shiitake mushrooms and noodles in soup']",high
传统马拉糕,steamed sponge v char siu pork bao,[],[],high
黄金龙虾粒炒饭,fried rice with diced mixed seafood and black garlic,[],[],high
潮式椒酱肉,"fried pork with chili soy sauce, chaozhou style",[],[],high
椒盐排骨,fried spare ribs with spiced salt,[],[],high
砂锅三菌,assorted mushrooms in casserole,[],[],high
灌汤小笼包,xiaolongbao - steamed juicy minced pork dumplings,[],['Pork Dumplings'],high
各色饭粉,rice noodles and pho noodles,[],[],high
斑腩豆腐煲,monk fish fried bean curd and vegetables in clay pot,[],[],medium
肉蟹姜葱炒清蒸椒盐,with spiced salt,[],[],high
酱肉包,baozi stuffed with braised pork in sauce ,[],[],high
酥炸软壳蟹,deep fried softshell crab with curry leaf dressing,[],[],high
道口烧鸡,"roast chicken, daokou style",[],[],high
九重鲜鲍,sauteed fresh abalone with basil,[],[],high
麒麟鸡,steamed sliced chicken with mushrooms and vegetables,[],[],high
百合虾球,sauteed prawn with lily bulbs,[],[],high
蚝油叉烧包,baozi stuffed with bbq pork in oyster sauce,[],[],high
豆沙包,baozi stuffed with red bean paste,[],[],high
橙汁鸭片,lightly battered roasted duck in orange sauce,[],[],medium
炸云吞,deep fried wonton served with sweet and sour sauce,[],[],medium
和牛粒炒饭,chef's special whole abalone rice,[],['A5'],high
米粉排骨,steamed spare ribs coated with flour,[],[],high
四川素鸡,sichuan style mock chicken v s,[],[],high
清蒸姜葱茄子,steamed aubergine steak with ginger and spring onion,[],[],medium
黑松露海鲜炒饭,mixed vegetable fried rice v vg,[],"['Mixed Seafood and Black', 'Truffle Fried Rice', 'Egg Fried Rice V VG', 'HOME', 'V Vegetarian VG Vegan on request Spicy']",high
牛肉河粉,beef rice stick ho fun,[],['BHF'],high
鸳鸯肠粉,ying yang cheung fun,[],[],high
老醋木耳,black fungus in chinese sour sauce v s,[],['A2'],high
虾仁馄饨川味燃面,prawn and pork wontons,[],"['with Noodles in Sichuan Sauce', '482kcal']",high
鲜果香槟骨,stewed spare ribs with fresh fruits,[],[],high
地三鲜,stir fried potato aubergine and pepper,[],[],medium
碳烧排骨,bbq spare ribs,[],[],high
香酥韭菜盒,crispy dumplings with chinese chives and egg,[],[],high
松仁玉米,sauteed sweet corn with pine nuts,[],[],high
凉拌木耳,shredded pig's maw in chilli sauce,[],['Black fungus with crushed garlic'],high
咖喱土豆焖牛腩,beef brisket and potato curry,[],[],medium
三烧,three kinds of roasted meat,[],[],medium
京味烧茄子饭,braised aubergine,[],[],medium
时菜鱼片,stir-fried sliced fish with seasonal vegetable,[],[],high
干锅鱿鱼须,hot and spicy fish fillet with,[],['L5'],high
鸳鸯龙利鱼,half of the fish steamed with ginger and spring onion other half szechuan sauce,[],[],high
风味茄子,sweet and spicy aubergine deep fried ethnic style,[],[],high
川椒带子,fried scallop in spicy sichuan sauce,[],[],high
红烧散翅,braised shark fin with soy sauce,[],[],high
夫妻肺片,sliced beef and ox tongue in chilli sauce,[],[],medium
汁烧鸡肉,stewed fried chicken in sauce,[],[],high
竹笙冬菇扒豆腐,braised bamboo fungus chinese mushroom with tofu,[],[],medium
四川牛,sizzling beef szechuan style,[],[],medium
牛肉黑椒椒姜葱沙,satay sauce beef in black pepper black bean ginger and spring onions curry,[],[],medium
酸辣金汤和牛卷,a wagyu roll in golden hot and sour soup,[],[],high
鲜虾带子饺,prawn and scallop dumpling,[],[],high
铁板沙爹牛柳,sizzling fillet steak in peanut satay sauce,[],[],medium
白灼虾,boiled prawns,[],[],high
铁板沙爹牛柳,sizzling fillet steak in peanut satay sauce,[],[],medium
盐水鸡胗,salted chicken gizzards,[],[],medium
中国菜心蒜蓉上,choi sum garlie broth v vg,[],[],high
金蒜安格斯黑椒牛柳粒,angus tenderloin beef with black pepper sauce,[],[],high
素炒三丝银芽甘笋丝荷豆丝,vegetarian flavour silver sprouts carrot and mange tout,[],[],medium
斋星洲炒米粉,vegetarian singapore vermicelli,[],[],medium
砂锅豉香鳝,braised eel in black bean sauce in casserole,[],[],high
酥炸虾球,deep fried prawn balls,[],[],medium
菜肉煎窝貼,war tips pan fried pork dumplings,[],[],medium
炭烧羊马鞍伴特制酱汁,rack of lamb with chef's special sauce,[],[],high
姜葱叉烧,char siu with ginger and spring onions,[],[],medium
银芽炒虾松,sauteed minced shrimp with bean sprouts,[],[],high
胡椒猪肚鸡煲,braised pig stomach with chicken and pepper in a pot,[],[],high
咸蛋黄炆豆腐,tofu cooked with salted egg yolk,[],[],medium
北菇海参煲,black mushrooms and sea cucumbers in casserole,[],[],high
芋头排骨汤,spare ribs with taro soup ,[],[],high
红烧牛蹄筋,braised beef tendon in brown sauce ,[],[],high
巴蜀小炒鸡,sauteed chicken with hot and green pepper,[],[],high
家乡砵仔肠粉,plain rice pasta roll served with,[],['D'],high
豆汁儿,douzhir fermented soybean milk,[],[],high
豉椒牛肉,beef with green pepper in black bean sauce,[],[],medium
干锅牛腩,beef brisket cooked in hot pan,[],[],medium
冬菇炒鸡肉,chicken with chinese mushrooms,[],[],medium
锅仔西红柿牛腩,beef flank cooked with sweet tomato,[],[],medium
椒盐鲜鱿,salt and pepper squid,[],['Fried Squid served with pepper garlic and chilli'],high
子罗炒鸡片,sauteed sliced chicken with ginger and pineapple,[],[],high
拍黄瓜青瓜海蜇八爪鱼带子边凉拌杂菌雪菜毛豆土豆丝日本海草,smacked cucumber jelly fish with cucumber octopus scallops edge assorted mushrooms,[],"['Preserved Vegetables with Edamame Shredded Potato Japanese Seaweed', 'Each']",high
芝麻虾多士,sesame prawn on toasted baguette,[],[],medium
蒸素菜潮州粉果,spicy vegetable and nut dumplings,[],[],medium
桃胶杞子饺,yam and goji dumpling,[],['( v )'],high
鱼香茄子,braised aubergine,[],[],high
蜜糖子姜鸡,honeyed chicken with ginger shoots,[],[],high
素鸡猪拼,vegetable chicken pork mixed,[],[],high
干锅蔬菜,griddle cooked mix vegetables,[],[],medium
新加坡黑椒龙虾,singapore black pepper lobster,[],[],high
黑椒牛柳炒乌冬,stir fried udon with fillet steak in black pepper sauce s,[],[],high
斋云吞汤,vegetarian won ton soup,[],"['spicy dishes', 'nut dishes', 'ingredient', 'special dietary needs please notify the staff who will be happy to help', 'LYS textindd']",high
蜜汁叉烧饱,char sui bau steamed barbecued pork buns pieces,[],[],medium
红糖糍粑,deep fried sticky rice cake strip with brown sugar syrup,[],[],medium
白切鸡,cantonese poached chicken,[],[],medium
西柠芝麻虾,sesame king prawns in lemon sauce,[],[],medium
士召鸡,chicken with green pepper in black bean sauce,[],[],medium
油辔姜葱龙虾,quick fried lobster with ginger and spring onions,[],[],high
剁椒炒饭,hunan style egg fried rice,[],[],high
叉烧角,honey roast iberico pork croustade with liquorice and dehydrated raspberry,[],[],high
蜜汁叉烧饭,honey char siu with rice,[],[],medium
姜葱霸王鸡,hainanese chicken with ginger and spring onions,[],[],medium
清蒸闸蟹,steamed river crab,[],[],high
